bucket,zone,year,journal,first_author,n_authors,cited,type,doi,title
D,一区,2017,IEEE Transactions on Industrial Electronics,Yiduan Chen,3,55,article,10.1109/tie.2017.2733454,A Concept of General Flux-Modulated Electric Machines Based on a Unified Theory and Its Application to Developing a Novel Doubly-Fed Dual-Stator Motor
D,一区,2017,IEEE Transactions on Industrial Electronics,Fu Lin,4,40,article,10.1109/tie.2017.2758742,Modeling and Analysis of Acoustic Noise in External Rotor In-Wheel Motor Considering Doppler Effect
D,一区,2018,IEEE Transactions on Industrial Electronics,Ruiwu Cao,4,54,article,10.1109/tie.2018.2829679,MW-Class Stator Wound Field Flux-Switching Motor for Semidirect Drive Wind Power Generation System
D,一区,2019,IEEE Transactions on Industrial Electronics,Lei Gan,3,39,article,10.1109/tie.2019.2896290,Tilting Torque Calculation of a Novel Tiered Type Permanent Magnet Spherical Motor
D,一区,2021,IEEE Transactions on Industrial Electronics,Jiwen Zhao,6,58,article,10.1109/tie.2021.3050360,Uniform Demagnetization Diagnosis for Permanent-Magnet Synchronous Linear Motor Using a Sliding-Mode Velocity Controller and an ALN-MRAS Flux Observer
D,一区,2015,IEEE Transactions on Industrial Electronics,Shi-Uk Chung,4,186,article,10.1109/tie.2015.2472375,Development of a 20-Pole–24-Slot SPMSM With Consequent Pole Rotor for In-Wheel Direct Drive
D,一区,2018,IEEE Transactions on Industrial Electronics,Caiyong Ye,5,30,article,10.1109/tie.2018.2842790,Investigation of a High-Frequency Pulsed Alternator Integrating Motor and Alternator
D,一区,2020,IEEE Transactions on Power Electronics,Qiwei Wang,6,195,article,10.1109/tpel.2020.3000896,An Impedance Model-Based Multiparameter Identification Method of PMSM for Both Offline and Online Conditions
D,一区,2021,IEEE Transactions on Industrial Electronics,Zebin Yang,4,44,article,10.1109/tie.2021.3071712,An Improved Dynamic Model for Bearingless Induction Motor Considering Rotor Eccentricity and Load Change
D,一区,2018,IEEE Transactions on Industrial Electronics,Zhongyan He,7,42,article,10.1109/tie.2018.2833040,Thrust Ripple Reduction in Permanent Magnet Synchronous Linear Motor Based on Tuned Viscoelastic Damper
D,一区,2022,IEEE Transactions on Industrial Electronics,Zhenbao Pan,4,39,article,10.1109/tie.2022.3215444,Accurate and Efficient Surrogate Model-Assisted Optimal Design of Flux Reversal Permanent Magnet Arc Motor
D,一区,2017,IEEE Transactions on Industrial Electronics,B. Prathap Reddy,2,61,article,10.1109/tie.2017.2750626,A Multilevel Inverter Configuration for an Open-End-Winding Pole-Phase-Modulated-Multiphase Induction Motor Drive Using Dual Inverter Principle
D,一区,2019,IEEE Transactions on Industrial Electronics,Hao Chen,3,38,article,10.1109/tie.2019.2898600,Electrothermal-Based Junction Temperature Estimation Model for Converter of Switched Reluctance Motor Drive System
D,一区,2017,IEEE Transactions on Industrial Electronics,Bon-Gwan Gu,1,26,article,10.1109/tie.2017.2782200,Offline Interturn Fault Diagnosis Method for Induction Motors by Impedance Analysis
D,一区,2016,IEEE Transactions on Industrial Electronics,B. S. Umesh,2,49,article,10.1109/tie.2016.2561268,Dual-Inverter-Fed Pole-Phase Modulated Nine-Phase Induction Motor Drive With Improved Performance
D,一区,2018,IEEE Transactions on Industrial Electronics,Jianfeng Hong,4,31,article,10.1109/tie.2018.2851989,A PM Pole With Axial Varied Width for Vibration Mitigation in PM Brush DC Motors
D,一区,2016,IEEE Transactions on Industrial Electronics,Mohammad Sedigh Toulabi,3,27,article,10.1109/tie.2016.2637302,"Design, Control, and Experimental Test of an Open-Winding IPM Synchronous Motor"
D,一区,2019,IEEE Transactions on Industrial Electronics,Salman Ahmed,4,37,article,10.1109/tie.2019.2945302,Multifidelity Surrogate Assisted Rapid Design of Transverse-Flux Permanent Magnet Linear Synchronous Motor
D,一区,2022,IEEE Transactions on Industrial Electronics,Xiaokun Zhao,3,32,article,10.1109/tie.2022.3174281,A Reverse-Salient Permanent Magnet Synchronous Motor and Its dq-Axis Current Distribution Laws
D,一区,2019,IEEE Transactions on Industrial Informatics,Juncai Song,7,40,article,10.1109/tii.2019.2962730,Accurate Demagnetization Faults Detection of Dual-Sided Permanent Magnet Linear Motor Using Enveloping and Time-Domain Energy Analysis
D,一区,2018,IEEE Transactions on Industrial Electronics,Donghua Pan,3,31,article,10.1109/tie.2018.2808898,Modeling and Optimization of Air-Core Monopole Linear Motor Based on Multiphysical Fields
D,一区,2023,IEEE Transactions on Industrial Electronics,Yajun Lv,8,28,article,10.1109/tie.2023.3239905,Spatial-Harmonic Modeling and Analysis of High-Frequency Electromagnetic Vibrations of Multiphase Surface Permanent-Magnet Motors
D,一区,2022,IEEE Transactions on Industrial Electronics,Zezhi Xing,3,30,article,10.1109/tie.2022.3192678,An Accurate Calculation Method of Natural Frequencies of the Radial-Flux Slotted Motors Considering End Covers
D,一区,2019,IEEE Transactions on Industrial Electronics,Feng Chai,3,37,article,10.1109/tie.2019.2939964,Magnetic Field Analysis of an Iron-Cored Tiered Type Permanent Magnet Spherical Motor Using Modified Dynamic Reluctance Mesh Method
D,一区,2023,IEEE Transactions on Industrial Electronics,Xian Li,3,23,article,10.1109/tie.2023.3294576,Analysis and Research on Local Irreversible Demagnetization of Inverter-Powered PM Motor
D,一区,2016,IEEE Transactions on Industrial Electronics,Francisco José Perez-Cebolla,5,25,article,10.1109/tie.2016.2523925,Nonlinear Lumped-Circuit Model for Switched Reluctance Motors Exhibiting Core Losses
D,一区,2022,IEEE Transactions on Industrial Electronics,Yanlei Yu,4,32,article,10.1109/tie.2022.3189065,Analysis of Back EMF Harmonics Influenced by Slot–Pole Combinations in Permanent Magnet Vernier In-Wheel Motors
D,一区,2022,IEEE Transactions on Industrial Electronics,Changwoo Lee,3,31,article,10.1109/tie.2022.3148751,Topology Optimization for the Manufacturable and Structurally Safe Synchronous Reluctance Motors With Multiple Iron Webs and Bridges
D,一区,2020,IEEE Transactions on Industrial Electronics,Jiujian Chang,4,112,article,10.1109/tie.2020.2982093,A Yokeless and Segmented Armature Axial Flux Machine With Novel Cooling System for In-Wheel Traction Applications
D,一区,2024,IEEE Transactions on Industrial Electronics,Huijun Wang,4,26,article,10.1109/tie.2024.3357899,Design and Evaluation of Modular Stator Hybrid-Excitation Switched Reluctance Motor for Torque Performance Improvement
D,一区,2022,IEEE Transactions on Industrial Electronics,Qixing Gao,4,26,article,10.1109/tie.2022.3177816,"Loss Calculation, Analysis, and Separation Method of 550 000 r/min Ultrahigh-Speed Permanent Magnet Motor"
D,一区,2019,IEEE Transactions on Industrial Electronics,Lujia Xie,5,23,article,10.1109/tie.2019.2898590,Characteristics Analysis of the Motions of the Two-Degree-of-Freedom Direct Drive Induction Motor
D,一区,2019,IEEE Transactions on Industrial Electronics,B. Prathap Reddy,2,20,article,10.1109/tie.2019.2958287,Multilayer Fractional Slot Pole-Phase Modulated Induction Motor Drives for Traction Applications
D,一区,2018,IEEE Transactions on Industrial Electronics,Yang Liu,6,18,article,10.1109/tie.2018.2826474,Effects of Manufacturing Imperfections on the Circulating Current in Ironless Brushless DC Motors
D,一区,2022,IEEE Transactions on Industrial Electronics,Bingnan Zhang,5,24,article,10.1109/tie.2022.3198240,Analytical Calculation Method of Motor Natural Frequencies Based on Equivalent Model of Three-Layer Cylindrical Shell
D,一区,2019,IEEE Transactions on Industrial Electronics,Seun Guy Min,2,22,article,10.1109/tie.2019.2913828,Analytical Prediction and Multiconstrained Nonlinear Optimization of Slotted Linear PM Motors Taking Into Account Two-Dimensional End Effects
D,一区,2020,Mechanical Systems and Signal Processing,Xueping Xu,4,25,article,10.1016/j.ymssp.2020.106909,Analytical methods for the radial electromagnetic vibration of stator in permanent magnet motors with an amorphous alloy core
D,一区,2022,IEEE Transactions on Industrial Electronics,Fan Yang,6,24,article,10.1109/tie.2022.3201321,Coupling Suspension Force Regulator Considering Time-Varying Characteristic for a Bearingless Switched Reluctance Motor
D,一区,2018,IEEE Transactions on Industrial Electronics,Juncai Song,6,139,article,10.1109/tie.2018.2835413,An Efficient Multiobjective Design Optimization Method for a PMSLM Based on an Extreme Learning Machine
D,一区,2022,IEEE Transactions on Industrial Electronics,Mingfeng Shi,6,25,article,10.1109/tie.2022.3199860,A New Adaptive Analytical Model for the Spherical Reluctance Motor Based on Hybrid Trigonometric Function–Power Function
D,一区,2015,IEEE Transactions on Industrial Electronics,Seyed Reza Mousavi‐Aghdam,4,101,article,10.1109/tie.2015.2494531,Design and Analysis of a Novel High-Torque Stator-Segmented SRM
D,一区,2022,IEEE Transactions on Industrial Electronics,Qinkai Han,5,17,article,10.1109/tie.2022.3206754,Motor Current Model for Detecting Localized Defects in Planet Rolling Bearings
D,一区,2022,Mechanical Systems and Signal Processing,Jiangbo He,8,18,article,10.1016/j.ymssp.2022.110083,Traveling wave distortion of MEMS ultrasonic motor induced by anisotropic elasticity
D,一区,2020,IEEE Transactions on Industrial Electronics,Guodong Yu,6,20,article,10.1109/tie.2020.3014570,Nonlinear EMC Modeling and Analysis of Permanent-Magnet Slotted Limited-Angle Torque Motor
D,一区,2023,IEEE Transactions on Industrial Electronics,Wenju Yan,8,12,article,10.1109/tie.2023.3290245,Investigation on Different Stator Structures of the Axial-Radial Flux Switched Reluctance Motors
D,一区,2023,IEEE Transactions on Power Electronics,Jiwon Yoo,3,17,article,10.1109/tpel.2023.3325535,FEA-Assisted Experimental Parameter Map Identification of Induction Motor for Wide-Range Field-Oriented Control
D,一区,2022,IEEE Transactions on Industrial Electronics,Shihao Gao,7,16,article,10.1109/tie.2022.3174291,Spherical Motor Position Detection Method Based on Accurate Modeling of Wireless Power Transmission
D,一区,2017,IEEE Transactions on Industrial Electronics,Wen Ding,6,120,article,10.1109/tie.2017.2711574,Design Consideration and Evaluation of a 12/8 High-Torque Modular-Stator Hybrid Excitation Switched Reluctance Machine for EV Applications
D,一区,2022,IEEE Transactions on Industrial Electronics,Jae Hyun Kim,5,19,article,10.1109/tie.2022.3227289,Modeling of Current-Driven End-Effect Force Ripple in Air-Cored Linear Synchronous Motor With Multiple Modular Stators
D,一区,2018,IEEE Transactions on Industrial Electronics,Yoonjae Kim,3,15,article,10.1109/tie.2018.2885691,Induction Motor Design Strategy for Wide Constant Power Speed Range
D,一区,2024,IEEE Transactions on Industrial Electronics,Bowen Zhang,5,17,article,10.1109/tie.2024.3393112,Modeling and Analysis of a Novel Step Skew Crossed Teeth Transverse Flux Motor for Distributed Electric Propulsion System
D,一区,2018,IEEE Transactions on Industrial Electronics,Ehsan Mazaheri‐Tehrani,4,13,article,10.1109/tie.2018.2868320,A Fast Phase Variable $abc$ Model of Brushless PM Motors Under Demagnetization Faults
D,一区,2017,IEEE Transactions on Industrial Electronics,Yanping Liang,4,17,article,10.1109/tie.2017.2733464,Investigation of End Leakage Reactance and Its Influence on the Accuracy in Performance Calculation of Large Double Canned Induction Motors
D,一区,2020,IEEE Transactions on Industrial Electronics,Feng Chai,4,14,article,10.1109/tie.2020.3000106,Tilting Torque Analysis of an Iron-Cored Tiered-Type Permanent Magnet Spherical Motor
D,一区,2015,IEEE Transactions on Industrial Electronics,Zijian Zhang,6,124,article,10.1109/tie.2014.2387794,A Novel Absolute Magnetic Rotary Sensor
D,一区,2017,IEEE Transactions on Industrial Electronics,Hossein Azizi Moghaddam,3,53,article,10.1109/tie.2017.2716877,Design Optimization of Transversely Laminated Synchronous Reluctance Machine for Flywheel Energy Storage System Using Response Surface Methodology
D,一区,2023,IEEE Transactions on Power Electronics,Xiaowang Chen,2,15,article,10.1109/tpel.2023.3341798,New Schemes of Induction Motor Electric Signature Analysis for Gear Fault Diagnosis: A Comparative Study
D,一区,2020,IEEE Transactions on Industrial Electronics,Fanqing Meng,4,9,article,10.1109/tie.2020.2988238,Fast Circuit-Field Coupling Analysis for Skewed Induction Motor
D,一区,2020,IEEE Transactions on Industrial Electronics,Zheng Yao,6,13,article,10.1109/tie.2020.2979574,Research on Selection Criterion of Design Tolerance for Air-Core Permanent Magnet Synchronous Linear Motor
D,一区,2017,IEEE Transactions on Industrial Electronics,Yingjie Li,3,87,article,10.1109/tie.2017.2739686,Design and Optimization of a Novel Dual-Rotor Hybrid PM Machine for Traction Application
D,一区,2023,IEEE Transactions on Industrial Electronics,Gang Lv,3,13,article,10.1109/tie.2023.3250754,Inductance Analysis of Transverse Flux Linear Synchronous Motor for Maglev Trains Considering Three-Dimensional Operating Conditions
D,一区,2020,IEEE Transactions on Industrial Electronics,Zong-Hong Tang,4,14,article,10.1109/tie.2020.3007111,Axial Magnetic Force Analysis and Optimized Design for Single-Phase BLDC Slim Fan Motors
D,一区,2020,IEEE Transactions on Industrial Electronics,Gang Lv,3,10,article,10.1109/tie.2020.3047059,Quasi-3D Analytic Method of the Single-Sided Linear Induction Motor With the Ladder Secondary
D,一区,2016,IEEE Transactions on Industrial Electronics,Mousam Ghosh,4,18,article,10.1109/tie.2016.2637303,"Semi-Analytical Dynamic Model of Permanent-Magnet Direct Current Brushed Motor Considering Slotting Effect, Commutation, and PWM-Operated Terminal Voltage"
D,一区,2015,IEEE Transactions on Power Electronics,Ningfei Jiao,5,141,article,10.1109/tpel.2015.2477456,Design and Control of a Two-Phase Brushless Exciter for Aircraft Wound-Rotor Synchronous Starter/Generator in the Starting Mode
D,一区,2017,IEEE Transactions on Industrial Electronics,Lucian Tutelea,5,18,article,10.1109/tie.2017.2736517,"Line Start 1 Phase–Source Split Phase Capacitor Cage–PM Rotor–RelSyn Motor: Modeling, Performance, and Optimal Design With Experiments"
D,一区,2015,IEEE Transactions on Industrial Electronics,Myung‐Seop Lim,4,63,article,10.1109/tie.2015.2409804,Design and Verification of 150-krpm PMSM Based on Experiment Results of Prototype
D,一区,2023,IEEE Transactions on Industrial Electronics,Pengfei Wu,2,14,article,10.1109/tie.2023.3309943,A Novel Analytical Model for On-Load Performance Prediction of Delta-Type IPM Motors Based on Rotor Simplification
D,一区,2024,IEEE Transactions on Industrial Electronics,You Zhou,9,15,article,10.1109/tie.2024.3401198,Design of Axial-Flux Permanent Magnet Motors With High Torque Density and Low Thermal Raise for Electric Motorcycle
D,一区,2017,IEEE Transactions on Industrial Electronics,Behzad Jandaghi,2,4,article,10.1109/tie.2017.2698402,Prototyping of Nonlinear Time-Stepped Finite Element Simulation for Linear Induction Machines on Parallel Reconfigurable Hardware
D,一区,2018,Mechanical Systems and Signal Processing,Liang Wang,5,101,article,10.1016/j.ymssp.2018.02.022,Modeling of coupled longitudinal and bending vibrations in a sandwich type piezoelectric transducer utilizing the transfer matrix method
D,一区,2017,IEEE Transactions on Industrial Electronics,Haris Sheh Zad,3,114,article,10.1109/tie.2017.2739682,Design and Adaptive Sliding-Mode Control of Hybrid Magnetic Bearings
D,一区,2022,IEEE Transactions on Industrial Electronics,Dongdong Zhang,7,13,article,10.1109/tie.2022.3210571,Core Loss Equivalent Resistance Modeling of Small- and Medium-Sized Converter-Fed Induction Motors Considering Supply and Spatial Harmonics
D,一区,2019,IEEE Transactions on Industrial Electronics,Janaki Ramaiah,2,24,article,10.1109/tie.2019.2946537,Hybrid PWM Scheme for Pole-Phase Modulation Induction Motor Drive Using Carrier-Based Hexagonal and Octadecagonal SVPWM
D,一区,2023,IEEE Transactions on Industrial Electronics,Jinpeng Liu,6,10,article,10.1109/tie.2023.3327333,Electromagnetic and Stress Performance Analysis for Synchronous Reluctance Motor Using a New Hybrid Subdomain Method
D,一区,2016,IEEE Transactions on Industrial Electronics,Zbigniew Gmyrek,2,9,article,10.1109/tie.2016.2589919,Influence of Geometry and Assembly Processes on the Building Factor of the Stator Core of the Synchronous Reluctance Motor
D,一区,2021,IEEE Transactions on Industrial Electronics,Xi Chen,4,16,article,10.1109/tie.2021.3108712,Design of a Medium-Voltage High-Power Brushless Doubly Fed Motor With a Low-Voltage Fractional Convertor for the Circulation Pump Adjustable Speed Drive
D,一区,2024,IEEE Transactions on Power Electronics,Ye Yuan,4,11,article,10.1109/tpel.2024.3394608,Control Strategy for Time-Varying Suspension System of 12/14 Bearingless Switched Reluctance Motor
D,一区,2023,IEEE Transactions on Industrial Electronics,Shihao Gao,7,9,article,10.1109/tie.2023.3265029,Novel Design of Multi-DOF Motor Position Estimation Based on Wireless Power Transmission Modeling
D,一区,2024,IEEE Transactions on Industrial Electronics,Kaikai Diao,6,9,article,10.1109/tie.2024.3511123,A Novel Analytical Design Theory for Switched Reluctance Motors Incorporating Nonlinear Characteristics
D,一区,2015,IEEE Transactions on Industrial Electronics,Jidong Zhang,3,77,article,10.1109/tie.2015.2410254,Stator Current Analysis From Electrical Machines Using Resonance Residual Technique to Detect Faults in Planetary Gearboxes
D,一区,2022,IEEE Transactions on Power Electronics,Qiang Ai,6,9,article,10.1109/tpel.2022.3218954,Online Demagnetization Fault Recognition for Permanent Magnet Motors Based on the Hall-Effect Analog Sampling
D,一区,2020,IEEE Transactions on Power Electronics,Yu Zhou,4,11,article,10.1109/tpel.2020.3025172,Analytical Calculation of Performance of Line-Start Permanent-Magnet Synchronous Motors Based on Multidamping-Circuit Model
D,一区,2023,IEEE Transactions on Industrial Electronics,Xiaoyong Zhu,6,8,article,10.1109/tie.2023.3333026,Torque Quality Enhancement of a Multi-Permanent-Magnets Motor Considering Different Role-Plays of Permanent Magnets
D,一区,2024,IEEE Transactions on Industrial Electronics,Tongwei Liang,4,10,article,10.1109/tie.2024.3413829,Linear Active Disturbance Rejection Decoupling Control of Bearingless Flux-Switching Permanent Magnet Motors Based on System Model Assistance
D,一区,2022,IEEE Transactions on Industrial Electronics,Tonghao Pei,4,9,article,10.1109/tie.2022.3199859,A Novel Flux-Reversal Bearingless Slice Motor Controlled by Rotor Angle Independent Suspension Current
D,一区,2020,IEEE Transactions on Industrial Electronics,Minghao Tong,4,73,article,10.1109/tie.2020.2988242,An On-Board Two-Stage Integrated Fast Battery Charger for EVs Based on a Five-Phase Hybrid-Excitation Flux-Switching Machine
D,一区,2017,IEEE Transactions on Industrial Electronics,Tomoki Nakata,4,39,article,10.1109/tie.2017.2714133,Automatic Design of IPMSMs Using a Genetic Algorithm Combined with the Coarse-Mesh FEM for Enlarging the High-Efficiency Operation Area
D,一区,2017,Mechanical Systems and Signal Processing,Alex McCloskey,5,62,article,10.1016/j.ymssp.2017.04.050,Analytical calculation of vibrations of electromagnetic origin in electrical machines
D,一区,2025,Mechanical Systems and Signal Processing,Seho Son,5,12,article,10.1016/j.ymssp.2025.112561,Digital twin model of a permanent magnet synchronous motor via a multiphysics-informed deep operator network
D,一区,2017,IEEE Transactions on Industrial Electronics,Zhiqiang Xue,5,74,article,10.1109/tie.2017.2721899,Analytical Prediction and Optimization of Cogging Torque in Surface-Mounted Permanent Magnet Machines With Modified Particle Swarm Optimization
D,一区,2017,IEEE Transactions on Industrial Electronics,Hae‐Joong Kim,5,41,article,10.1109/tie.2017.2694407,Simple Size Determination of Permanent-Magnet Synchronous Machines
D,一区,2024,IEEE Transactions on Power Electronics,Jinqiu Gao,7,7,article,10.1109/tpel.2024.3396466,"Modeling, Analysis, and Suppression of Demagnetization for MTPA-Driven Permanent Magnet Motors With Distributed Windings"
D,一区,2018,IEEE Transactions on Industrial Electronics,Chengrui Li,5,82,article,10.1109/tie.2018.2874585,Saliency-Based Sensorless Control for SynRM Drives With Suppression of Position Estimation Error
D,一区,2024,IEEE Transactions on Industrial Electronics,Zeyuan Liu,5,8,article,10.1109/tie.2024.3451147,Decoupled Topologies and Radial Levitation Control of a Novel Permanent Magnet Biased Bearingless Switched Reluctance Motor
D,一区,2022,IEEE Transactions on Industrial Electronics,Yu Zhou,2,6,article,10.1109/tie.2022.3224120,Analytical Method to Calculate Inductances of Spoke-Type Permanent-Magnet Synchronous Motors With Damping Bars
D,一区,2019,IEEE Transactions on Industrial Informatics,Juncai Song,6,53,article,10.1109/tii.2019.2928008,A New Demagnetization Fault Recognition and Classification Method for DPMSLM
D,一区,2024,IEEE Transactions on Industrial Electronics,Jikai Si,6,9,article,10.1109/tie.2024.3384524,A Dual-Rotor Axial-Flux PM Motor With Equidirectional Toroidal Winding and 3-Slot/4-Pole Unit Block for Torque Density Improvement
D,一区,2025,IEEE Transactions on Power Electronics,Xiaowang Chen,2,6,article,10.1109/tpel.2025.3550357,Quantitative Characteristics of the Rotary Machinery Fault Signatures in Induction Motor Stator Current: Modeling and Evaluation
D,一区,2015,IEEE Transactions on Power Electronics,Bon-Gwan Gu,1,48,article,10.1109/tpel.2015.2496142,Study of IPMSM Interturn Faults Part I: Development and Analysis of Models With Series and Parallel Winding Connections
D,一区,2020,IEEE Transactions on Industrial Electronics,Jianfeng Hong,5,44,article,10.1109/tie.2020.3013535,Piecewise Stagger Poles With Continuous Skew Edge for Vibration Reduction in Surface-Mounted PM Synchronous Machines
D,一区,2023,IEEE Transactions on Industrial Electronics,Jichao Han,6,5,article,10.1109/tie.2023.3239915,Design and Analysis of Complex End Region of Pumped Storage Generator Motor Based on Novel Electromagnetic Vector Method
D,一区,2021,IEEE Transactions on Industrial Electronics,Qingwen Ge,6,9,article,10.1109/tie.2021.3078377,Secondary Eddy Current Losses Reduction in a Double-Sided Long-Primary Fractional Slot Concentrated Winding Permanent Magnet Linear Synchronous Motor
D,一区,2024,IEEE Transactions on Industrial Electronics,Qicheng Dai,3,8,article,10.1109/tie.2024.3374359,Analytical Calculation and Experimental Validation of 3D Rotor Eddy Current Loss in High-Speed Permanent Magnet Synchronous Motors
D,一区,2025,IEEE Transactions on Industrial Electronics,Zhuofan He,5,5,article,10.1109/tie.2025.3618922,Design Consideration of Pole-Changing Permanent Magnet Vernier Motor With Characteristic Current Variation
D,一区,2022,IEEE Transactions on Power Electronics,Jiawei Zhou,6,35,article,10.1109/tpel.2022.3174395,Modeling and Suppression of Torque Ripple in PMSM Based on the General Airgap Field Modulation Theory
D,一区,2024,IEEE Transactions on Industrial Electronics,Yiyang Xu,5,4,article,10.1109/tie.2024.3357876,Coupled Modeling and Design Principles of Limited-Angle Vibration Motors for High-Frequency Reciprocating Rotation
D,一区,2022,IEEE Transactions on Industrial Electronics,Weiwei Geng,6,91,article,10.1109/tie.2022.3151963,Comparative Study of Yokeless Stator Axial-Flux PM Machines Having Fractional Slot Concentrated and Integral Slot Distributed Windings for Electric Vehicle Traction Applications
D,一区,2023,IEEE Transactions on Industrial Electronics,Seunguk Kim,4,35,article,10.1109/tie.2023.3245195,Magnetic Navigation System Composed of Dual Permanent Magnets for Accurate Position and Posture Control of a Capsule Endoscope
D,一区,2020,IEEE Transactions on Industrial Electronics,Qi Su,4,41,article,10.1109/tie.2020.2970641,A Quadruped Crawling Robot Operated by Elliptical Vibrations of Cantilever Legs
D,一区,2015,IEEE Transactions on Power Electronics,Wen Ding,3,59,article,10.1109/tpel.2015.2389258,Investigation and Experimental Test of Fault-Tolerant Operation of a Mutually Coupled Dual Three-Phase SRM Drive Under Faulty Conditions
D,一区,2016,IEEE Transactions on Industrial Electronics,Hanlin Zhan,4,63,article,10.1109/tie.2016.2585465,A Novel Zero-Sequence Model-Based Sensorless Method for Open-Winding PMSM With Common DC Bus
D,一区,2022,IEEE Transactions on Industrial Electronics,Bernard Steyaert,4,4,article,10.1109/tie.2022.3196352,Piecewise Affine Modeling of Wound-Rotor Synchronous Machines for Real-Time Motor Control
D,一区,2024,IEEE Transactions on Industrial Electronics,Lina Geng,4,5,article,10.1109/tie.2024.3454422,An Axial Split Phase Permanent Magnet Synchronous Motor With Wide Constant Power Speed Range and High Efficiency Range
D,一区,2024,IEEE Transactions on Industrial Electronics,Gang Lv,2,4,article,10.1109/tie.2024.3383013,Analysis and Calculation for a Novel Transverse Flux Linear Synchronous Motor With 3-D Magnetic Circuit Method
D,一区,2020,IEEE Transactions on Industrial Electronics,Jesús Paredes,5,57,article,10.1109/tie.2020.2969099,Improving the Performance of a 1-MW Induction Machine by Optimally Shifting From a Three-Phase to a Six-Phase Machine Design by Rearranging the Coil Connections
D,一区,2025,IEEE Transactions on Industrial Electronics,Guanghui Yang,6,3,article,10.1109/tie.2025.3536634,Design and Analysis of Stator-Inset-PM Bearingless Slice Motor Utilizing DC Suspension Excitation
D,一区,2025,IEEE Transactions on Power Electronics,Lisong He,4,5,article,10.1109/tpel.2025.3589369,D-Axis High-Frequency Impedance Extraction Method for Online Diagnosis of Inter-Turn Short-Circuit Faults in Traction Motors
D,一区,2017,IEEE Transactions on Power Electronics,Wen Ding,3,59,article,10.1109/tpel.2017.2665118,Characteristics Assessment and Comparative Study of a Segmented-Stator Permanent-Magnet Hybrid-Excitation SRM Drive With High-Torque Capability
D,一区,2021,IEEE Transactions on Industrial Electronics,Wenming Tong,5,35,article,10.1109/tie.2021.3111573,Analytical Model and Experimental Verification of Permanent Magnet Eddy Current Loss in Permanent Magnet Machines With Nonconcentric Magnetic Poles
D,一区,2020,IEEE Transactions on Industrial Electronics,Wen Ding,5,33,article,10.1109/tie.2020.3021665,Enhancement of a 12/4 Hybrid-Excitation Switched Reluctance Machine With Both Segmented-Stator and -Rotor
D,一区,2021,IEEE Transactions on Industrial Electronics,Matteo Berto,4,39,article,10.1109/tie.2021.3071710,Computation of Self-Sensing Capabilities of Synchronous Machines for Rotating High Frequency Voltage Injection Sensorless Control
D,一区,2025,IEEE Transactions on Industrial Electronics,Peng Zhou,3,4,article,10.1109/tie.2025.3585030,Research on High Power Density Design Method of PMSM Based on the Highly Saturated Motor Core
D,一区,2024,IEEE Transactions on Industrial Electronics,Zexin Jia,5,3,article,10.1109/tie.2024.3387105,A High Torque Density Ferrite STPM Motor Using Flux-Leakage Utilized Rotor
D,一区,2018,IEEE Transactions on Industrial Electronics,Xu Liu,3,27,article,10.1109/tie.2018.2844795,A Loss Separation Method of a High-Speed Magnetic Levitated PMSM Based on Drag System Experiment Without Torque Meter
D,一区,2023,IEEE Transactions on Power Electronics,Xu Chen,5,5,article,10.1109/tpel.2023.3307162,An Improved Direct Instantaneous Torque Control of Two-Segment Twisted-Rotor Doubly Salient Motor for Torque Capability Enhancement
D,一区,2021,IEEE Transactions on Power Electronics,Guangdong Bi,6,29,article,10.1109/tpel.2021.3068422,Current Vector Angle Adaptive Adjustment Based Rotor Position Offset Error Suppression Method for Sensorless PMSM Drives
D,一区,2018,IEEE Transactions on Industrial Electronics,Yanpu Zhao,3,16,article,10.1109/tie.2018.2811398,Accelerating the Optimal Shape Design of Linear Machines by Transient Simulation Using Mesh Deformation and Mesh Connection Techniques
D,一区,2023,IEEE Transactions on Industrial Electronics,Yanqi Wei,7,3,article,10.1109/tie.2023.3331144,Unified Analytical Modeling of Armature Magnetic Field of Slotless PM Motor With Equidirectional Toroidal Winding
D,一区,2022,IEEE Transactions on Industrial Electronics,Baocheng Guo,8,32,article,10.1109/tie.2022.3159952,Nonlinear Semianalytical Model for Axial Flux Permanent-Magnet Machine
D,一区,2020,IEEE Transactions on Industrial Electronics,Jiangtao Yang,3,36,article,10.1109/tie.2020.3005107,Development and Analysis of an Outer Rotor Homopolar Inductor Machine for Flywheel Energy Storage System
D,一区,2017,Mechanical Systems and Signal Processing,Lei Li,4,47,article,10.1016/j.ymssp.2017.06.024,Numerical simulation and experimental research of the flow force and forced vibration in the nozzle-flapper valve
D,一区,2024,IEEE Transactions on Industrial Electronics,Litao Dai,4,22,article,10.1109/tie.2024.3379651,Multi-Electromagnetic Performance Optimization of Double-Layer Interior Permanent Magnet Synchronous Machine
D,一区,2017,IEEE Transactions on Industrial Electronics,Hyun-Woo Jun,4,27,article,10.1109/tie.2017.2736501,Optimal Design of the PMSM Retaining Plate With 3-D Barrier Structure and Eddy-Current Loss-Reduction Effect
D,一区,2018,Mechanical Systems and Signal Processing,Franco Mastroddi,4,33,article,10.1016/j.ymssp.2018.12.023,Time- and frequency-domain linear viscoelastic modeling of highly damped aerospace structures
